"train_indices","barrio","cod_barrio","distrito","cod_distrito","longitud","latitud","precio.house.m2","sup.util","ref.hip.zona","dorm","banos","tipo.casa","inter.exter","ascensor","estado","antig","comercial","casco.historico","Ruidos_ext","Mal_olor","Poca_limp","Malas_comunic","Pocas_zonas","Delincuencia","M.30","CO","NO2","Nox","O3","SO2","PM10","Pobl.0_14_div_Poblac.Total","PoblJubilada_div_Poblac.Total","Inmigrantes.porc","ref.hip.zona ","radio","log.precio.house.m2"
"450","Valverde","86","fuencarral","8",-3.676064,40.506556,5300,42,4149,1,1,"piso","exterior","si","buen_estado",5,"0","0",0.34,0.19,0.48,0.19,0.39,0.4,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.606860710117491,-0.2709699892025,14.2042185577595,16.9485824548359,7.08064473299875,"4149",9872.31255987331,8.57546209954021
"451","Canillejas","207","san_blas","20",-3.611498,40.445902,2661,60,3059,3,1,"piso","exterior","no","buen_estado",40,"0","0",0.4,0.22,0.43,0.14,0.44,0.41,"0",-0.547994089027838,0.0234453357997146,-0.0291039910614925,-0.724288323,-1.10872193892163,-0.224988147062079,15.7803097218604,16.9864075695667,9.82035623733057,"3059",7651.86245007314,7.88645727097769
"452","Aravaca","97","moncloa","9",-3.7817,40.446963,5049,87,3378,2,2,"piso","exterior","si","buen_estado",5,"1","0",0.26,0.12,0.29,0.22,0.21,0.23,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.884640472318564,-0.212965953509522,14.2389070449109,18.7982210841953,8.04302415686803,"3378",8009.81031859104,8.52694548285892
"453","Justicia","14","centro","1",-3.697522,40.424278,4667,81,5282,6,2,"piso","exterior","no","buen_estado",40.3199493564551,"1","1",0.54,0.36,0.54,0.03,0.64,0.66,"1",0.706750315925534,0.200086540708412,0.310310188471887,-1.059697004,1.25727717985605,0.48417751835403,8.89722566365522,16.2444144382421,18.5726018625499,"5282",637.596240590463,8.44827174594982
"455","Puerta Bonita","115","carabanchel","11",-3.73106,40.388135,2793,64,2408,3,1,"piso","exterior","no","buen_estado",30,"0","0",0.36,0.23,0.47,0.24,0.49,0.41,"0",0.287107270025269,-0.106871043666135,-0.103950155308468,0.066800878,0.0334938685059475,-0.0373797982634498,13.431372167504,18.6782268954326,17.8368933701206,"2408",4621.43480211536,7.93487156594518
"456","Portazgo","135","puente_vallecas","13",-3.650615,40.387351,2483,76,2700,3,2,"piso","exterior","no","buen_estado",5,"0","0",0.38,0.27,0.52,0.08,0.27,0.55,"0",-1.03969460052806,-0.550577609845168,-0.825816008323076,0.168796714,-0.83779425209475,-0.427127529444812,14.0851619218533,17.5324251570275,15.6513581858227,"2700",5129.82732888374,7.81722278550817
"458","Puerta del Angel","102","latina","10",-3.721275,40.41049,2917,110,3298,4,2,"piso","exterior","si","buen_estado",40,"1","1",0.41,0.27,0.54,0.1,0.33,0.57,"0",0.0400427749355802,0.188452000360938,0.103958195539558,0.771106025,-0.380353155761452,0.0746349755149088,11.6618606886501,21.8191401950297,13.9478008774786,"3298",2451.30300122072,7.97831096986772
"459","Lista","45","salamanca","4",-3.673686,40.430621,5194,132,4665,4,2,"piso","exterior","si","buen_estado",30,"1","1",0.37,0.23,0.33,0.01,0.43,0.19,"0",0.409411085428484,-0.506655994242413,-0.559042596993217,-0.110126015,0.909627892292964,-0.12302403495186,10.8508323139206,22.4451037773467,8.57455680888883,"4665",2194.2198440821,8.55525939222269
"460","Aluche","104","latina","10",-3.75281,40.38874,2733,65,2911,2,1,"piso","exterior","no","a_reformar",30,"0","0",0.33,0.14,0.35,0.1,0.1,0.43,"0",0.0466247306926387,-0.00346780999237247,-0.00366046363057954,0.046689363,-0.303299287054896,-0.213906499807983,11.6618606886501,21.8191401950297,13.9478008774786,"2911",5974.56440732669,7.91315518592807
"461","Casco Histórico de Vicálvaro","191","vicalvaro","19",-3.625596,40.397336,2998,50,2730,1,1,"piso","exterior","si","buen_estado",0,"0","0",0.35,0.45,0.46,0.18,0.4,0.44,"0",-0.31777117576924,-0.00346780999237247,-0.00366046363057954,0.035530271,-0.357230007162987,-0.269874346364425,18.3740185581727,12.6252676659529,9.04211277658815,"2730",6326.70482759241,8.00570067866254
"463","Pilar","84","fuencarral","8",-3.709241,40.477856,3800,45,3321,2,1,"piso","exterior","si","a_reformar",40,"0","0",0.37,0.18,0.34,0.04,0.18,0.32,"0",-0.0322344371256799,0.355123561523816,0.25422625660168,1.16789066,-0.681072634395294,0.106450404364926,14.2042185577595,16.9485824548359,7.08064473299875,"3321",6668.18174944026,8.24275634571448
"465","Villaverde Alto, Casco Histórico de Villaverde","171","villaverde","17",-3.7192955,40.364135,2707,62,2613,1,1,"piso","exterior","si","buen_estado",7,"0","0",0.44,0.39,0.52,0.23,0.49,0.73,"0",-0.173392205391111,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.481697719029052,-0.0587148746556921,15.4340900438799,16.5594715715936,18.1236517127839,"2613",6456.47651930185,7.9035962896143
"466","Chopera","23","arganzuela","2",-3.695655,40.39281,2917,55,3424,3,1,"piso","exterior","no","buen_estado",40,"1","1",0.43,0.35,0.56,0.07,0.27,0.52,"0",1.01611658226286,-0.0022457706504233,0.00341490949222847,0.066978683,-0.686655434063413,0.481361409043194,12.4059736305031,16.4637662379734,12.0677702549483,"3424",2916.82871124305,7.97831096986772
"467","Imperial","21","arganzuela","2",-3.7192,40.4055,3303,40,3812,2,1,"piso","interior","si","a_reformar",40,"1","1",0.39,0.31,0.49,0.22,0.28,0.33,"0",0.248513837771286,0.469965788240256,0.261816502786246,1.01549262,-0.41321423413629,0.096472748331216,12.4059736305031,16.4637662379734,12.0677702549483,"3812",2570.20075056,8.10258642539079
"468","Castillejos","63","tetuan","6",-3.690505,40.458622,4310,250,4905,5,3,"piso","exterior","si","excelente",40,"0","0",0.43,0.26,0.35,0.02,0.51,0.38,"0",-0.0374387994685577,-0.00358313384457569,-0.00320599145247036,0.275820591,0.676002305897708,0.124960524142869,11.1810440577564,19.5566137701235,17.5599075693549,"4905",4424.32549547494,8.36869318309779
"469","Mirasierra","87","fuencarral","8",-3.7076127,40.496392,3799,260,3856,5,4,"piso","exterior","si","buen_estado",25.3469789605807,"0","0",0.23,0.09,0.3,0.4,0.15,0.39,"0",-0.222120356888933,-0.00346780999237247,-0.00366046363057954,0.114432822,-0.719299319188036,-0.0137560195314267,14.2042185577595,16.9485824548359,7.08064473299875,"3856",8685.45658266074,8.24249315318763
"471","Casco Histórico de Vicálvaro","191","vicalvaro","19",-3.607292,40.407124,2291,45,2891,2,1,"piso","exterior","no","buen_estado",40,"0","0",0.35,0.45,0.46,0.18,0.4,0.44,"0",-0.266642164099765,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.459306313654514,-0.193979819204553,18.3740185581727,12.6252676659529,9.04211277658815,"2891",7517.18112258528,7.7367436824535
"472","Concepción","154","ciudad_lineal","15",-3.658082,40.433948,3677,57,2974,2,1,"piso","exterior","si","reformado",40,"0","0",0.42,0.25,0.4,0.07,0.19,0.36,"0",-0.200760407891613,-0.0227694431008216,-0.0227153311785637,-0.204573947,-0.000483328548378932,-0.416577032454336,12.6403244799163,20.7824152819573,13.4305900824284,"2974",3513.57619275081,8.20985248130127
"473","San Isidro","113","carabanchel","11",-3.734171,40.397798,2667,52,2699,1,1,"piso","exterior","no","buen_estado",7,"0","0",0.43,0.3,0.53,0.18,0.33,0.61,"0",0.284676954422067,-0.490423936681375,-0.475954008727811,-0.223620827,0.151920264524171,-0.0482652856812173,13.431372167504,18.6782268954326,17.8368933701206,"2699",4101.34344910573,7.88870952418201
"474","Prosperidad","52","chamartin","5",-3.664198,40.448792,5817,50,4105,1,1,"piso","exterior","si","buen_estado",30,"1","1",0.42,0.25,0.44,0.03,0.48,0.24,"0",-0.518671621996211,-0.00351198627665136,-0.00372147031918176,0.532712635,0.247272587148543,-0.368708766840248,12.6403244799163,20.7824152819573,13.4305900824284,"4105",4199.34512774864,8.66853994391076
"475","Pradolongo","127","usera","12",-3.70549,40.384386,2629,70,2484,2,1,"piso","exterior","no","reformado",30.6164534470934,"0","0",0.44,0.31,0.52,0.2,0.26,0.69,"0",0.508310456557955,-0.0020771813634066,0.0181889851745718,0.201652462,-0.578889952133579,0.251345071079014,14.7617732259595,17.6805558506683,20.543385107905,"2484",3962.25758388514,7.87435882472988
"476","Embajadores","12","centro","1",-3.703383,40.409972,3500,28,3576,1,1,"piso","interior","no","buen_estado",30,"1","1",0.43,0.33,0.64,0.04,0.74,0.76,"0",0.662963520603371,0.133686062188176,0.0746759181415394,0.602324626,-0.174140296477995,0.400250595193602,8.89722566365522,16.2444144382421,18.5726018625499,"3576",1250.66236254776,8.1605182474775
"477","Acacias","22","arganzuela","2",-3.702586,40.401127,5400,62,3757,2,1,"atico","exterior","si","buen_estado",24.3609051084559,"1","1",0.42,0.35,0.48,0.14,0.24,0.4,"0",1.04959584869255,0.0585837272747727,0.292771555319659,0.589455389,-0.590487330375398,0.401324782180314,12.4059736305031,16.4637662379734,12.0677702549483,"3757",2101.60902214034,8.59415423255237
"478","Guindalera","44","salamanca","4",-3.675096,40.439456,3105,90,3987,3,1,"duplex","exterior","no","buen_estado",30,"1","1",0.38,0.23,0.35,0.03,0.37,0.2,"0",0.257796627738085,-0.00731520665046527,-0.00883140147183418,0.079902894,1.00474728982683,-0.131459152682725,10.8508323139206,22.4451037773467,8.57455680888883,"3987",2813.69618532871,8.04076899436758
"480","Canillejas","207","san_blas","20",-3.610066,40.437957,3200,72,3129,3,1,"piso","exterior","no","buen_estado",40,"0","0",0.4,0.22,0.43,0.14,0.44,0.41,"0",-0.482850960547156,-0.00346780999237247,-0.00366046363057954,-0.215637067,-0.946842685314956,-0.221529317114826,15.7803097218604,16.9864075695667,9.82035623733057,"3129",7467.63369769749,8.07090608878782
"481","San Pascual","155","ciudad_lineal","15",-3.65231,40.442832,3143,62,4183,3,1,"piso","exterior","si","a_reformar",0,"0","0",0.33,0.18,0.46,0.17,0.29,0.32,"0",-0.671708501745647,-0.00937162886525961,-0.00853285677152697,0.030969239,-0.267120784153844,-0.441554359021608,12.6403244799163,20.7824152819573,13.4305900824284,"4183",4458.62396781971,8.05293303679757
"482","Cuatro Caminos","62","tetuan","6",-3.69323,40.45547,4865,170,3952,6,3,"piso","exterior","si","nuevo-semin,",0,"0","0",0.45,0.29,0.41,0.03,0.45,0.43,"0",0.0911029208332148,-0.00346780999237247,-0.00366046363057954,0.382553738,0.823140558375937,0.210448939550491,11.1810440577564,19.5566137701235,17.5599075693549,"3952",4061.48088352805,8.4898219946201
"483","Buenavista","116","carabanchel","11",-3.7539771,40.374701,2811,53,3077,2,1,"piso","exterior","no","buen_estado",40,"0","0",0.34,0.2,0.44,0.59,0.44,0.35,"0",-0.236631355397219,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.359694790052337,-0.181856674495231,13.431372167504,18.6782268954326,17.8368933701206,"3077",7046.84388307302,7.94129557090653
"484","Prosperidad","52","chamartin","5",-3.664677,40.45049,4800,135,4031,4,2,"piso","exterior","si","buen_estado",15,"1","1",0.42,0.25,0.44,0.03,0.48,0.24,"0",-0.54931942510691,-0.00934408544139853,-0.0117754989331498,0.605805131,0.245508341848931,-0.364632588030534,12.6403244799163,20.7824152819573,13.4305900824284,"4031",4326.24072003895,8.47637119689598
"485","Lucero","103","latina","10",-3.748848,40.404951,2250,70,2699,3,1,"piso","exterior","no","buen_estado",30,"0","0",0.38,0.21,0.39,0.09,0.13,0.47,"0",-0.167932060660673,0.0894178502729875,0.184662092917109,-0.239412618,-0.591780487365047,-0.253082767254932,11.6618606886501,21.8191401950297,13.9478008774786,"2699",4856.69816764623,7.71868549519847
"486","Ibiza","34","retiro","3",-3.67436,40.423004,5417,110,4425,3,2,"piso","exterior","si","buen_estado",31.2667376609274,"1","1",0.33,0.2,0.31,0.01,0.08,0.2,"0",0.533619994872106,-0.0121135680530762,-0.086551984426032,-0.298976863,0.640898733518691,-0.0564593181956732,11.4343101904508,21.3085529446878,6.06361267736289,"4425",1772.25680488297,8.5972974356579
"487","Puerta del Angel","102","latina","10",-3.727455,40.414525,3673,90,1372,3,2,"piso","exterior","si","buen_estado",30,"0","0",0.41,0.27,0.54,0.1,0.33,0.57,"0",-0.259547306331415,-0.00346780999237247,-0.00366046363057954,0.251601927,-0.442879393510058,-0.0133943586768281,11.6618606886501,21.8191401950297,13.9478008774786,"1372",2828.7667561444,8.20876404581967
"488","Chopera","23","arganzuela","2",-3.700079,40.395053,3429,45,3345,2,1,"piso","exterior","si","buen_estado",30,"1","1",0.43,0.35,0.56,0.07,0.27,0.52,"0",1.03610707174025,0.00530913932810298,0.0471563875055624,0.226634369,-0.659442295070718,0.424076816079189,12.4059736305031,16.4637662379734,12.0677702549483,"3345",2705.92167290734,8.14002395246292
"489","San Cristobal","172","villaverde","17",-3.689625,40.347623,2709,50,2266,2,1,"piso","exterior","no","buen_estado",30,"0","0",0.51,0.42,0.69,0.55,0.39,0.75,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.648420095331771,0.0650209048616408,15.4340900438799,16.5594715715936,18.1236517127839,"2266",7956.84211535851,7.9043348420851
"490","Pilar","84","fuencarral","8",-3.710332,40.473069,2619,40,3447,3,1,"piso","exterior","si","buen_estado",40,"0","0",0.37,0.18,0.34,0.04,0.18,0.32,"0",-0.0455523752093033,0.122388719441872,0.0868512724950815,0.80669133,-0.471507596615377,0.131514353547649,14.2042185577595,16.9485824548359,7.08064473299875,"3447",6164.72151795505,7.87054784450771
"491","San Diego","132","puente_vallecas","13",-3.665657,40.396225,2812,50,3414,2,2,"piso","exterior","si","buen_estado",5,"0","0",0.46,0.35,0.65,0.17,0.59,0.57,"0",-0.105202587492776,-0.00346780999237247,-0.00366046363057954,0.074280662,-0.498084324929659,-0.208267366728315,14.0851619218533,17.5324251570275,15.6513581858227,"3414",3527.9768297611,7.94165125293056
"492","Acacias","22","arganzuela","2",-3.700572,40.402538,3278,40,3362,2,1,"piso","exterior","no","a_reformar",30,"1","1",0.42,0.35,0.48,0.14,0.24,0.4,"0",1.16097359653923,0.101502951678496,0.598273792986332,0.517081529,-0.57002338349709,0.449139252734245,12.4059736305031,16.4637662379734,12.0677702549483,"3362",1901.16705546108,8.09498875930377
"493","Sol","16","centro","1",-3.701234,40.421436,8250,72,4675,3,2,"atico","exterior","si","buen_estado",40,"1","1",0.55,0.41,0.45,0.02,0.68,0.75,"1",0.493664488624618,-1.00427185782369,-0.550915508523616,-0.683396214,0.88202386931366,0.427180958748097,12.6403244799163,20.7824152819573,13.4305900824284,"4675",624.202890263069,9.01796847932873
"495","Sol","16","centro","1",-3.701963,40.420684,7838,34,4656,1,1,"estudio","interior","si","buen_estado",2.5,"1","1",0.55,0.41,0.45,0.02,0.68,0.75,"1",0.43447301196909,-1.28644902873249,-0.745498060597288,-0.586011617,0.796827330901984,0.412114606466477,12.6403244799163,20.7824152819573,13.4305900824284,"4656",651.557526742005,8.96673897875958
"496","Universidad","15","centro","1",-3.702697,40.428693,5448,58,4128,1,1,"piso","exterior","si","buen_estado",30,"1","1",0.48,0.33,0.56,0.03,0.65,0.67,"1",0.779143874038993,-0.0660394710747636,0.0116307503681056,-0.766024931,1.07862875840877,0.405389468738396,8.89722566365522,16.2444144382421,18.5726018625499,"4128",1278.71664417889,8.60300384782935
"497","Goya","42","salamanca","4",-3.66951,40.426941,5769,60,4301,2,1,"piso","interior","si","buen_estado",30,"1","1",0.37,0.26,0.33,0.01,0.38,0.19,"0",0.365296249273291,-0.510071861135413,-0.510043144577257,-0.28253017,0.410918124922795,-0.232308073331209,10.8508323139206,22.4451037773467,8.57455680888883,"4301",2302.69319593232,8.66025403425689
"498","Aguilas","107","latina","10",-3.763894,40.383466,1525,103,4000,4,2,"piso","exterior","si","buen_estado",35,"0","0",0.28,0.11,0.35,0.13,0.12,0.28,"0",-0.210692864404844,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.444924614009559,-0.230992529612128,11.6618606886501,21.8191401950297,13.9478008774786,"4000",7081.91413383993,7.32974968904151
"499","Hellín","202","san_blas","20",-3.612335,40.430779,2119,95,2790,3,2,"piso","exterior","si","buen_estado",25,"0","0",0.27,0.11,0.6,0.06,0.29,0.48,"0",-0.423897521069244,-0.00346780999237247,-0.00366046363057954,0.054585912,-0.783745846171292,-0.221505845386911,15.7803097218604,16.9864075695667,9.82035623733057,"2790",7093.60060530191,7.6586995582683
"500","Aguilas","107","latina","10",-3.76798,40.393578,2722,73,2911,3,1,"piso","exterior","si","a_reformar",30,"0","0",0.28,0.11,0.35,0.13,0.12,0.28,"0",-0.169312122385747,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.56909013030571,-0.251245219106367,11.6618606886501,21.8191401950297,13.9478008774786,"2911",6833.65372393927,7.90912218321141
"501","Pueblo Nuevo","152","ciudad_lineal","15",-3.639575,40.427839,2663,74,2927,2,2,"piso","exterior","no","buen_estado",30,"0","0",0.38,0.23,0.45,0.18,0.35,0.51,"0",-0.311525963847849,-0.00346780999237247,-0.00366046363057954,0.047248877,-0.406460636521033,-0.412027444440783,12.6403244799163,20.7824152819573,13.4305900824284,"2927",4765.75057147953,7.88720858581393
"502","Casco Histórico de Vicálvaro","191","vicalvaro","19",-3.609223,40.408889,2404,50,2766,3,1,"piso","exterior","no","buen_estado",39.6652377084112,"0","0",0.37,0.27,0.42,0.06,0.38,0.36,"0",-0.234438605094544,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.461975483152788,-0.198990938750062,18.3740185581727,12.6252676659529,9.04211277658815,"2766",7323.26781870615,7.7848892956551
"503","Castillejos","63","tetuan","6",-3.692518,40.458703,6000,160,2442,2,2,"piso","exterior","si","buen_estado",11.8304630163286,"0","0",0.43,0.26,0.35,0.02,0.51,0.38,"0",-0.0021306582431731,-0.00346780999237247,-0.00366046363057954,0.227373476,0.666437120864791,0.160663308517005,11.1810440577564,19.5566137701235,17.5599075693549,"2442",4423.23649241566,8.69951474821019
"505","Ibiza","34","retiro","3",-3.674455,40.418152,3647,232,4499,5,3,"piso","exterior","si","buen_estado",30,"1","1",0.33,0.2,0.31,0.01,0.08,0.2,"0",0.586180674346832,0.0486891787417326,0.0100291692414244,-0.352548868,0.408847907038205,-0.0266507518389565,11.4343101904508,21.3085529446878,6.06361267736289,"4499",1709.90978494038,8.20166019080868
"506","Universidad","15","centro","1",-3.703058,40.422465,4667,85,3873,3,1,"atico","exterior","si","buen_estado",40,"1","1",0.48,0.33,0.56,0.03,0.65,0.67,"1",0.512551079903586,-1.02164322052649,-0.530501708587904,-0.599104603,0.838827771165908,0.392864270022575,8.89722566365522,16.2444144382421,18.5726018625499,"3873",813.990798868689,8.44827174594982
"507","Marroquina","143","moratalaz","14",-3.635938,40.407369,3457,78,3191,3,1,"piso","exterior","si","buen_estado",25,"0","0",0.28,0.15,0.31,0.16,0.13,0.27,"0",0.0693314492956251,-0.138421820351696,-0.117806511909123,-0.418385857,-0.0961647382458315,-0.362113263187645,13.0862840391885,22.22093651161,7.95629869628944,"3191",5137.85876824587,8.14815643992162
"508","Pacífico","31","retiro","3",-3.671408,40.407189,2941,72,4198,2,1,"piso","exterior","si","a_reformar",30,"1","1",0.38,0.27,0.37,0.02,0.32,0.26,"0",0.508096583622719,-0.00346780999237247,-0.00366046363057954,0.005860958,-0.109246166048222,-0.0822240121374515,11.4343101904508,21.3085529446878,6.06361267736289,"4198",2364.87864876581,7.986504938554
"510","Salvador","123","san_blas","20",-3.634286,40.445624,4569,85,3740,2,2,"piso","exterior","si","buen_estado",10,"0","0",0.26,0.13,0.26,0.18,0.13,0.28,"0",-0.782358409819706,-0.431383000145952,-0.356816798928499,0.0596156,-0.860553696867198,-0.349943012035663,15.7803097218604,16.9864075695667,9.82035623733057,"3740",5907.81182878555,8.42704964156327
"512","Embajadores","12","centro","1",-3.704756,40.413093,3000,175,4145,7,5,"piso","exterior","si","a_reformar",30,"1","1",0.43,0.33,0.64,0.04,0.74,0.76,"1",0.494172854910985,-0.193348080660932,-0.128378317665341,0.423877182,0.036144829794174,0.376044036207819,8.89722566365522,16.2444144382421,18.5726018625499,"4145",1083.18909553492,8.00636756765025
"513","San Juan Bautista","156","ciudad_lineal","15",-3.656909,40.448044,5092,106,3329,3,2,"piso","exterior","si","segunda_mano",25,"0","0",0.39,0.22,0.28,0.24,0.17,0.31,"0",-0.653184697756854,-0.00346780999237247,-0.00366046363057954,0.184328416,-0.0791205763036666,-0.422467922201997,12.6403244799163,20.7824152819573,13.4305900824284,"3329",4544.51318495574,8.5354259596773
"514","Delicias","25","arganzuela","2",-3.695272,40.398943,3750,30,3123,1,1,"piso","interior","no","reformado",30,"1","1",0.47,0.44,0.58,0.09,0.42,0.55,"0",1.39125329171171,0.148518578896835,0.876311542233097,0.157992878,-0.686268198733032,0.546491844690982,12.4059736305031,16.4637662379734,12.0677702549483,"3123",2233.46148543515,8.22951111896446
"516","Casco Histórico de Vicálvaro","191","vicalvaro","19",-3.605018,40.406961,3074,60,2766,3,1,"piso","exterior","si","buen_estado",40,"0","0",0.35,0.45,0.46,0.18,0.4,0.44,"0",-0.286491567533898,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.46988412964333,-0.191846254306506,18.3740185581727,12.6252676659529,9.04211277658815,"2766",7710.13269003473,8.03073492409854
"519","Pradolongo","127","usera","12",-3.707993,40.385586,2273,80,2691,3,1,"atico","interior","si","a_reformar",30,"0","0",0.44,0.31,0.52,0.2,0.26,0.69,"0",0.537291277954178,0.00194191140515976,0.081336658004555,0.243639696,-0.545925293895508,0.211775559284855,14.7617732259595,17.6805558506683,20.543385107905,"2691",3889.04111138203,7.72885582385254
"522","San Fermín","123","usera","12",-3.691792,40.369648,2059,70,2546,2,1,"piso","interior","si","buen_estado",25,"0","0",0.45,0.47,0.62,0.59,0.48,0.75,"0",-0.191109125604369,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.669067600649852,0.254221818937396,14.7617732259595,17.6805558506683,20.543385107905,"2546",5498.99516145377,7.62997570702779
"523","Pradolongo","127","usera","12",-3.709903,40.384098,2750,55,2729,2,1,"piso","exterior","no","buen_estado",30,"0","0",0.44,0.31,0.52,0.2,0.26,0.69,"0",0.459318957571167,0.0052764359128542,0.133728447590084,0.269600014,-0.518838547322921,0.164927104461557,14.7617732259595,17.6805558506683,20.543385107905,"2729",4096.12599342171,7.91935619066062
"525","Pradolongo","127","usera","12",-3.7054,40.381276,3167,50,3540,2,1,"piso","exterior","si","reg,-mal",28.0820168607206,"0","0",0.44,0.31,0.52,0.2,0.26,0.69,"0",0.355262333480176,-0.00317466594331965,0.000945392856840322,0.181025473,-0.576969199671291,0.231139294007471,14.7617732259595,17.6805558506683,20.543385107905,"3540",4298.06292751669,8.06054004653864
"528","Arcos","204","san_blas","20",-3.6102867,40.428203,3961,37,3721,1,1,"piso","interior","si","buen_estado",3,"0","0",0.33,0.18,0.57,0.23,0.46,0.46,"0",-0.37290880164416,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.738570999317204,-0.216208114966523,15.7803097218604,16.9864075695667,9.82035623733057,"3721",7218.14554892946,8.28425179762192
"531","Acacias","22","arganzuela","2",-3.703018,40.402047,3422,30,3223,1,1,"piso","interior","no","buen_estado",26.7564303251952,"1","1",0.42,0.35,0.48,0.14,0.24,0.4,"0",1.01016180611373,0.0889823556625034,0.287352104993367,0.654211811,-0.56840488271975,0.395423930448454,12.4059736305031,16.4637662379734,12.0677702549483,"3223",2017.57949222353,8.13798045445214
"533","Delicias","25","arganzuela","2",-3.695376,40.400899,3975,50,3778,2,1,"piso","exterior","si","buen_estado",30,"1","1",0.47,0.44,0.58,0.09,0.42,0.55,"0",1.50285583804314,0.222214365367581,1.30299599416542,0.201714229,-0.673060139380957,0.559888511361269,12.4059736305031,16.4637662379734,12.0677702549483,"3778",2016.0673544667,8.28778002708843
"534","La Paz","85","fuencarral","8",-3.701388,40.486425,2947,95,3920,4,2,"piso","exterior","si","a_reformar",25,"0","0",0.38,0.16,0.3,0.15,0.09,0.27,"0",-0.0989125409911416,-0.00346780999237247,-0.00366046363057954,0.464191037,-0.595516171480841,0.02497034971604,14.2042185577595,16.9485824548359,7.08064473299875,"3920",7527.70897209247,7.98854298273769
"536","Los Rosales","174","villaverde","17",-3.685441,40.357108,2875,68,2318,2,2,"piso","exterior","si","buen_estado",7.5,"0","0",0.44,0.44,0.53,0.49,0.4,0.63,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.674357375275333,0.115224301292383,15.4340900438799,16.5594715715936,18.1236517127839,"2318",6933.41413623803,7.96380795323145
"537","Universidad","15","centro","1",-3.703594,40.429309,3882,136,4313,3,2,"piso","exterior","si","buen_estado",40,"1","1",0.48,0.33,0.56,0.03,0.65,0.67,"1",0.780592854432703,-0.036252040947117,0.037566631882441,-0.687718915,1.0330017448413,0.396104099455542,8.89722566365522,16.2444144382421,18.5726018625499,"4313",1377.64060985705,8.26410576372896
"538","Estrella","33","retiro","3",-3.667953,40.411552,3961,92,3961,3,2,"piso","exterior","si","a_reformar",35,"1","1",0.46,0.27,0.27,0.07,0.12,0.38,"0",0.428902112514444,-0.00346780999237247,-0.00366046363057954,-0.104123928,0.0453321513763609,-0.198867798027004,11.4343101904508,21.3085529446878,6.06361267736289,"3961",2405.84043800985,8.28425179762192
"540","Ciudad Universitaria","93","moncloa","9",-3.710439,40.452483,4000,35,3382,2,1,"piso","exterior","si","buen_estado",30,"0","0",0.35,0.17,0.32,0.16,0.11,0.25,"1",0.165334887197527,0.158582717392717,0.0628503291949572,0.73149854,0.518808569615956,0.249543103032493,14.2389070449109,18.7982210841953,8.04302415686803,"3382",3961.54889367715,8.29404964010203
"541","Campamento","105","latina","10",-3.769065,40.397586,2500,65,1750,3,1,"piso","exterior","no","buen_estado",35,"0","0",0.36,0.21,0.44,0.27,0.22,0.37,"0",-0.224233694193622,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.634319399536156,-0.256406670323557,11.6618606886501,21.8191401950297,13.9478008774786,"1750",6747.06176013075,7.82404601085629
"542","Bellas Vistas","61","tetuan","6",-3.707997,40.45732,2857,48,3059,1,1,"piso","exterior","no","buen_estado",30,"0","0",0.4,0.23,0.46,0.03,0.5,0.46,"0",0.0449680417718887,-0.00346780999237247,-0.00366046363057954,0.428009284,0.395922846103179,0.252786364703774,11.1810440577564,19.5566137701235,17.5599075693549,"3059",4414.19595282528,7.95752740223077
"543","Ciudad Universitaria","93","moncloa","9",-3.729207,40.471497,5250,340,3537,5,5,"piso","exterior","si","buen_estado",25,"1","0",0.35,0.17,0.32,0.16,0.11,0.25,"0",-0.216852578403602,-0.00346780999237247,-0.00366046363057954,0.200922614,-0.642456581425088,-0.11599714608771,14.2389070449109,18.7982210841953,8.04302415686803,"3537",6538.12615112659,8.56598335558567
"544","Palacio","11","centro","1",-3.714691,40.412096,5488,36,3872,1,1,"piso","interior","si","buen_estado",22.8925130638633,"1","1",0.43,0.29,0.43,0.06,0.36,0.45,"1",0.17247457092369,0.468478610153944,0.260982570576218,1.021014674,-0.30922788694731,0.202228784025363,8.89722566365522,16.2444144382421,18.5726018625499,"3872",1868.20874259689,8.61031916940572
"545","Delicias","25","arganzuela","2",-3.694185,40.399371,4757,92,2376,4,2,"piso","exterior","si","a_reformar",29.5945142338419,"1","1",0.47,0.44,0.58,0.09,0.42,0.55,"0",1.44095681973873,0.173613322721468,1.02160529005742,0.129436529,-0.686181413748438,0.565708888868881,12.4059736305031,16.4637662379734,12.0677702549483,"2376",2185.3734083756,8.46737249643228
